,Name,Age,Gender,Net_Worth,Region,Company
1348,Kagemasa Kozuki,,male,1.1,East Asia,Konami
1358,Robert McLane,64.0,male,1.1,North America,McLane Company
1130,Reese Rowling,,male,1.1,North America,Tana Exploration Company
1129,Michael Dell,31.0,male,1.1,North America,Dell
1114,Robert Haas,,male,1.1,North America,Levi Strauss & co
1123,Hope Hill Van Beuren,35.0,female,1.1,North America,Campbell Soup
1125,Evelyn Danzig Haas,,female,1.1,North America,Levi Strauss & co
1126,Ted Schwartz,,male,1.1,North America,APAC Customer Services
1127,William Ford,,male,1.1,North America,Ford Motor Company
1128,Richard Rainwater,51.0,male,1.1,North America,ENSCO International
1144,Curtis LeRoy Carlson,,male,1.1,North America,Carlson
1112,Baron Hans Heinrich Thyssen-Bornemisza,,male,1.1,Europe,TBG (Thyssen-Bornemisza Group) Holdings
1145,Charles Schwab,58.0,male,1.1,North America,Charles Schwab Corporation
1146,Eli Broad,62.0,male,1.1,North America,"Kaufman and Broad, SunAmerica"
1147,Carl Lindner Jr,76.0,male,1.1,North America,American Financial Group
1148,Thomas Frist,57.0,male,1.1,North America,Hostpital Corporation of America
1149,Charles Gates Jr,74.0,male,1.1,North America,Gates Rubber Company
1150,Gustavo Cisneros,50.0,male,1.1,Latin America,Cisneros Group
1113,Chang Yung Fa,69.0,male,1.1,East Asia,Evergreen Group
1124,Charlotte Colket Weber,35.0,female,1.1,North America,Campbell Soup
1111,Juan and Carlos March,,male,1.1,Europe,Acciona Trasmediterranea
1079,Isono family,,,1.1,East Asia,
1059,Leon Feffer,,male,1.1,Latin America,Suzano Papel e Celulose
1060,Galen Weston,55.0,male,1.1,North America,George Weston Limited
1061,Run Run Shaw,,male,1.1,East Asia,Shaw Brothers Studio
1062,George Wong,,male,1.1,East Asia,Chyau Fwu Corp
1086,Isaac Saba Raffoul,72.0,male,1.1,Latin America,Groupo Casa Saba
1064,Kenichi Mabuchi,-7.0,male,1.1,East Asia,Mabuchi Motor Company
1078,Kazuo Inamori,,male,1.1,East Asia,Kyocera
1063,Dhirubhai Ambani,,male,1.1,South Asia,Reliance
1081,Ryusuke Kimura,,,1.1,East Asia,
1082,Kim Suk-won,,,1.1,East Asia,
1083,Yahaya Ahmad,,male,1.1,East Asia,DRB-HICOM Group
1084,Eugenio Garza Lagnera,,male,1.1,Latin America,Femsa
1085,Roberto Gonzalez Barrera,49.0,male,1.1,Latin America,Maseca
1080,Renichi Takenaka,,male,1.1,East Asia,Takenaka
2550,Dmitry Korzhev,50.0,male,1.0,Europe,Mega-Auto
2545,Chang Pyung-Soon,63.0,male,1.0,East Asia,Kyowon Co
2542,Brian Higgins,49.0,male,1.0,North America,King Street Capital Management
2543,C. James Koch,64.0,male,1.0,North America,Boston Beer Company
2544,Carlos Martins,57.0,male,1.0,Latin America,Wizard language Schools
2549,Ding Shizhong,43.0,male,1.0,East Asia,China SCE Property Holdings Limited
2546,Christopher Burch,60.0,male,1.0,North America,Tory Burch LLC
2547,Dariusz Milek,46.0,male,1.0,Europe,Milek (now CCC)
2548,Ding Shijia,50.0,male,1.0,East Asia,Anta Sports
2540,Bent Jensen,62.0,male,1.0,Europe,Linak
2541,Boris Mints,55.0,male,1.0,Europe,O1 Properties
2609,Wu Xiong,,male,1.0,East Asia,Biostime International Holdings
2539,B.R. Shetty,72.0,male,1.0,South Asia,New Medical Centre
2538,Anne Beaufour,50.0,female,1.0,Europe,Ipsen
2537,Angela Bennett,69.0,female,1.0,North America,Wright Prospecting
2536,Andrew Gotianun,86.0,male,1.0,East Asia,Filinvest Development Corporation
2535,Andrea Reimann-Ciardelli,,female,1.0,North America,Benckiser
2534,An Kang,65.0,male,1.0,East Asia,Hualan Biological Engineering
2533,Alexander Vik,59.0,male,1.0,Europe,Scandinavia Fund
2532,Alberto Alcocer,71.0,male,1.0,Europe,Construcciones y Contratas
2611,Zdenek Bakala,53.0,male,1.0,Europe,Patria Finance
2608,Wu Chung-Yi,55.0,male,1.0,East Asia,Tingyi
2551,Dmitry Troitsky,49.0,male,1.0,Europe,Mega-Auto
2552,Elena Baturina,50.0,female,1.0,Europe,Inteco
2553,Enrique Banuelos,48.0,male,1.0,Europe,ASTROC
2554,Feng Hailiang,53.0,male,1.0,East Asia,Hailiang Group
2583,Murat Vargi,66.0,male,1.0,Middle East/North Africa,Turkcell
2584,Nerijus Numavicius,46.0,male,1.0,Europe,VP Group
2585,O. Francis Biondi,49.0,male,1.0,North America,King Street Capital Management
2586,Pavel Tykac,49.0,male,1.0,Europe,Motoinvest
2587,Philip Falcone,51.0,male,1.0,North America,Harbinger Capital
2588,Richard Chang,67.0,male,1.0,East Asia,Advanced Semiconductor Engineering
2589,Robert Ingham,82.0,male,1.0,North America,Inghams Enterprises
2590,Rostam Azizi,49.0,male,1.0,Sub-Saharan Africa,Vodacom Tanzania
2591,Ryan Kavanaugh,39.0,male,1.0,North America,Relativity Media
2592,Sara Blakely,43.0,female,1.0,North America,Spanx
2593,Seo Jung-Jin,56.0,male,1.0,East Asia,Celltrion
2594,Sergei Petrov,59.0,male,1.0,Europe,Rolf Group
2595,Sergei Tsikalyuk,55.0,male,1.0,Europe,Military Insurance Company (VSK)
2596,Serhiy Tihipko,54.0,male,1.0,Europe,PrivatBank
2597,Shoji Uehara,86.0,male,1.0,East Asia,Taisho Pharmaceutical
2598,Stefan von Holtzbrinck,50.0,male,1.0,Europe,Verlagsgruppe Holtzbrinck
2599,T.S. Kalyanaraman,66.0,male,1.0,South Asia,Kalyan Jewellers
2600,Thomas Bailey,77.0,male,1.0,North America,Janus Capital Group
2601,Thomas Kaplan,51.0,male,1.0,North America,Apex Silver Mines
2602,Tory Burch,47.0,female,1.0,North America,Tory Burch LLC
2603,Vivek Chaand Sehgal,57.0,male,1.0,North America,Samvardhana Motherson Group
2604,Wang Jianfeng,44.0,male,1.0,East Asia,Ningo Joyson Electric
2605,Wang Muqing,63.0,male,1.0,East Asia,China ZhengTong Auto Services
2606,Wang Yong,63.0,male,1.0,East Asia,Xiwang Group
2607,"William Moncrief, Jr.",93.0,male,1.0,North America,Moncrief Oil
2582,Morris Kahn,84.0,male,1.0,Middle East/North Africa,Amdocs
2581,Monika Schoeller,75.0,female,1.0,Europe,Verlagsgruppe Holtzbrinck
2580,Mikhail Abyzov,41.0,male,1.0,Europe,E4 Group
2566,John Morgridge,80.0,male,1.0,North America,Cisco Systems
2555,Fred Chang,57.0,male,1.0,North America,Newegg.com
2556,Fu Kwan,56.0,male,1.0,East Asia,Macrolink Group
2557,Graham Kirkham,69.0,male,1.0,Europe,DFS
2558,Harindarpal Banga,63.0,male,1.0,South Asia,Noble Group
2559,Henri Beaufour,48.0,male,1.0,Europe,Ipsen
2560,Horst Julius Pudwill,69.0,male,1.0,Europe,Techtronic Industries
2561,Huo Qinghua,52.0,male,1.0,East Asia,China Kingho
2562,Ina Chan,60.0,female,1.0,East Asia,Sociedade de Turismo e Divers?es de Macau
2563,Jeanine Dick,77.0,female,1.0,Europe,Virbac
2564,Jim Thompson,74.0,male,1.0,North America,Crown Worldwide Group
2565,Jitendra Virwani,48.0,male,1.0,South Asia,Embassy Property Developments
2567,John Van Lieshout,68.0,male,1.0,North America,
2579,Michael Lynch,49.0,male,1.0,Europe,Autonomy Corporation
2568,Jorge Rodriguez Rodriguez,68.0,male,1.0,Latin America,Jose Rodriguez Banda
2569,Kenneth Tuchman,54.0,male,1.0,North America,TeleTech
2570,Lam Fong Ngo,,female,1.0,East Asia,Macau Legend
2610,Yang Keng,53.0,male,1.0,East Asia,Blue Ray Corp
2572,Leonard Schleifer,61.0,male,1.0,North America,Regeneron Pharmaceuicals
2573,Li Denghai,64.0,male,1.0,East Asia,Shandong Denghai Seeds
2574,Li Shuirong,57.0,male,1.0,East Asia,Rongsheng Petrochemical
2575,Lim Hariyanto Wijaya Sarwono,86.0,male,1.0,East Asia,Bumitama Agri
2576,Lin Ming-Hsiung,64.0,male,1.0,East Asia,Pxmart
2577,Liu Xiaomeng,59.0,female,1.0,East Asia,Suning Group
2578,Michael Kors,54.0,male,1.0,North America,Michael Kors
2571,Leon Charney,72.0,male,1.0,North America,One Times Square
1412,Alicia Koplowitz,48.0,female,1.0,Europe,Construcciones y Contratas
1297,Carl Pohlad,80.0,male,1.0,North America,Marquette Bank
1226,Abdul Aziz Al-Sulaiman,,male,1.0,Middle East/North Africa,Rolaco Trading and Contracting Company
1228,Henri Andre,,male,1.0,Europe,Andre & Cie
1229,Eric Andre,,male,1.0,Europe,Andre & Cie
1230,Boonsong Asavabhokhin,,male,1.0,East Asia,
1252,John Sall,54.0,male,1.0,North America,SAS institute
1253,James Jannard,46.0,male,1.0,North America,"Oakley, Inc"
1254,Kenneth Tuchman,,male,1.0,North America,Teletech
1255,Michael Bloomberg,53.0,male,1.0,North America,Bloomberg
1256,Laurance Rockefeller,85.0,male,1.0,North America,Standard Oil
1257,Randolph Hearst,,male,1.0,North America,Hearst Corporation
1258,Fred Lennon,,male,1.0,North America,Swagelok Company
1259,Winthrop Rockefeller,47.0,male,1.0,North America,Standard Oil
1260,Dirk Ziff,31.0,male,1.0,North America,Ziff Davis Inc
1261,Robert Ziff,21.0,male,1.0,North America,Ziff Davis Inc
1262,Daniel Ziff,24.0,male,1.0,North America,Ziff Davis Inc
1263,James Moran,77.0,male,1.0,North America,JM Family Enterprises
1264,Jack Taylor,,male,1.0,North America,Enterprise
1458,William Hearst III,51.0,male,1.0,North America,Hearst Corporation
1457,William France Jr,68.0,male,1.0,North America,NASCAR
1456,Wee Cho Yaw,72.0,male,1.0,East Asia,United Overseas Bank
1227,Alicia and Esther Koplowitz,,female,1.0,Europe,Construcciones y Contratas
1225,Saleh Kamel,54.0,male,1.0,Middle East/North Africa,Dallah al Baraka Group
1296,Steven Spielberg,49.0,male,1.0,North America,DreamWorks
1224,Eugenio Lopez,,male,1.0,East Asia,Jumex
1151,Ahmed Ali Kanoo,,male,1.0,Middle East/North Africa,YBA Kanoo
1152,Larragoiti family,,,1.0,Latin America,SulAmerica Seguros
1153,Norberto Odebrecht,,male,1.0,Latin America,Odebrecht Group
1154,Gerard Louis-Dreyfus,63.0,male,1.0,Europe,Louis Dreyfus Group
1155,Nathaniel Rothschild,,male,1.0,Europe,?N M Rothschild & Sons
1190,Adolf Merckle,61.0,male,1.0,Europe,Ratiopharm
1199,Strwher family,,,1.0,Europe,
1200,Werhahn family,,,1.0,Europe,Wilh. Werhahn KG
1201,Chao Kuang-Piu,,male,1.0,East Asia,
1202,Shoul Eisenberg,,male,1.0,Middle East/North Africa,Israel Corporation
1203,Sammy Ofer,,male,1.0,Middle East/North Africa,Zodiac Maritime Agencies
1204,Otani Family,,,1.0,East Asia,
1205,Shoichiro Toyoda,,male,1.0,East Asia,Toyota Motors
1206,Junichi Murata,,,1.0,East Asia,
1219,Halim Saad,,male,1.0,East Asia,Renong
1220,Jeronimo Arango,70.0,male,1.0,Latin America,Aurrera
1221,Ricardo Salinas Pliego,40.0,male,1.0,Latin America,Grupo Salinas/Group Elektra
1222,Autrey family,,,1.0,Latin America,
1223,Ana Maria Brescia Cafferata,,female,1.0,Latin America,Grupo Prescia (now Pandora Group)
1455,Vinod Khosla,46.0,male,1.0,North America,Sun Microsystems
1454,Tom Gores,36.0,male,1.0,North America,Platinum Equity
1453,Toichi Takenaka,58.0,male,1.0,East Asia,Takenaka Corporation
1452,Thomas Bailey,64.0,male,1.0,North America,Janus Capital Group
1429,Gabriel Escarrer,66.0,male,1.0,Europe,Melia Hotels International
1428,Frank Levinson,,male,1.0,North America,Finisar
1427,Esther Koplowitz,50.0,female,1.0,Europe,Construcciones y Contratas
1426,Ernestina Herrera de Noble,,female,1.0,Latin America,Grupo Clarin
1425,Dorrance Hill Hamilton,,female,1.0,North America,Campbell Soup
1424,Donald Schneider,65.0,male,1.0,North America,Schneider National
1423,Dean White,77.0,male,1.0,North America,Whiteco Industries
1422,David Filo,34.0,male,1.0,North America,Yahoo!
1421,Chey Tae-Won,40.0,male,1.0,East Asia,SK Corporation
1420,Charles Simonyi,53.0,male,1.0,North America,Microsoft
1419,Bruce Kovner,55.0,male,1.0,North America,Caxton Associates
1418,Benjamin de Rothschild,,male,1.0,Europe,Edmond de Rothschild Group
1417,Belmiro de Azevedo,59.0,male,1.0,Europe,Sonae SGPS
1416,Barry Diller,59.0,male,1.0,North America,IAC 
1415,Antonia Johnson,57.0,female,1.0,Europe,Axel Johnson Group
1414,Ananda Krishnan,62.0,male,1.0,East Asia,Usaha Tegas Sdn Bhd
1413,Amalia Lacroze de Fortabat,,female,1.0,Latin America,Loma Negra
1411,Alberto Vilar,,male,1.0,North America,Amerindo Investment Advisors
1410,Albert Frere,75.0,male,1.0,Europe,Groupe Bruxelles Lambert
1430,George Ying Chow Lien,,male,1.0,East Asia,Overseas Chinese Union Bank
1431,Gerald Cadogan,,male,1.0,Europe,Cadogan Estates
1432,German Larrea Mota Velasco,47.0,male,1.0,Latin America,Grupo Mexio
1443,Malcolm Green Chace III,,male,1.0,North America,First Allied Corporation
1451,Shoji Uehara,,male,1.0,East Asia,Taisho Pharmaceutical
1450,Sheldon Adelson,67.0,male,1.0,North America,Las Vegas Sands
1449,Scott Kriens,,male,1.0,North America,Juniper Networks
1448,Pincus Green,65.0,male,1.0,Europe,Glencore
1447,Onsi Sawiris,71.0,male,1.0,Middle East/North Africa,Orascom
1446,Norman Waitt,,male,1.0,North America,Gateway
1445,Michael Lee-Chin,50.0,male,1.0,North America,Otto Group
1444,Mark Dixon,,male,1.0,Europe,Regus
1442,Lee Hon Chiu,,male,1.0,East Asia,Hysan Development
1433,Hope Hill Van Beuren,55.0,female,1.0,North America,Campbell Soup
1441,Julian Robertson,69.0,male,1.0,North America,Tiger Management Corp
1440,John Todd,,male,1.0,North America,Todd Energy
1439,John Doerr,50.0,male,1.0,North America,Kleinter Perkins Caufield & Byers
1438,Jerry Yang,32.0,male,1.0,North America,Yahoo!
1437,Jerome Kohlberg,75.0,male,1.0,North America,Kohberg Kravis Roberts & Co
1436,James France,56.0,male,1.0,North America,NASCAR
1435,Jacques Servier,,male,1.0,Europe,Laboratories Servier
1434,Jacob and Yehudith Richter,,married couple,1.0,Middle East/North Africa,Medinol
2612,Zhu Wenchen,48.0,male,1.0,East Asia,Furen Pharmaceutical Group
